country,date,account_cnt,total_country_account_cnt,rank_total_country_account_cnt,send_interval,is_verified,is_unsubscribed,sent_msg,total_country_sent_cnt,rank_total_country_sent_cnt,open_msg,click_msg
United States,2021-02-04,0,12384,1,1,1,1,177,233503,1,59,6
China,2021-02-04,0,490,8,1,1,0,99,10181,5,44,3
Germany,2021-01-20,0,490,8,7,1,1,3,9483,8,1,0
Canada,2020-11-25,13,2067,3,1,1,0,279,37914,3,87,12
France,2020-12-09,2,553,5,1,1,1,17,9520,6,2,1
United Kingdom,2020-12-24,0,859,4,1,1,1,18,15748,4,9,0
India,2021-01-02,3,2687,2,1,0,0,5,51189,2,1,0
China,2021-01-24,3,490,8,1,1,0,133,10181,5,57,6
China,2020-12-04,1,490,8,7,1,1,1,10181,5,1,0
Singapore,2021-01-12,1,375,10,1,0,0,0,8899,10,0,0
Singapore,2020-11-28,2,375,10,1,1,0,58,8899,10,10,0
India,2021-02-04,0,2687,2,7,1,0,2,51189,2,0,0
France,2020-12-21,3,553,5,1,0,0,5,9520,6,2,0
Taiwan,2020-12-15,1,500,7,1,1,1,5,9189,9,2,0
Singapore,2020-12-07,1,375,10,2,1,0,0,8899,10,0,0
Singapore,2020-11-08,0,375,10,1,1,1,7,8899,10,7,0
Italy,2020-11-19,0,386,9,7,1,1,6,7897,11,0,0
Italy,2020-11-11,1,386,9,1,0,0,0,7897,11,0,0
India,2020-11-02,15,2687,2,1,1,0,24,51189,2,10,3
China,2021-01-21,2,490,8,1,0,0,2,10181,5,2,0
Germany,2020-11-03,1,490,8,1,0,0,0,9483,8,0,0
United States,2020-11-18,22,12384,1,1,1,1,151,233503,1,71,5
India,2021-02-09,0,2687,2,3,1,0,1,51189,2,0,0
Italy,2020-12-09,1,386,9,1,1,0,83,7897,11,32,1
Singapore,2021-01-05,1,375,10,1,1,1,10,8899,10,4,0
Canada,2021-01-07,1,2067,3,7,1,1,2,37914,3,2,0
Germany,2021-01-17,2,490,8,1,0,0,3,9483,8,0,0
Spain,2020-11-26,1,536,6,1,1,1,3,9491,7,0,0
Italy,2021-02-17,0,386,9,1,1,0,26,7897,11,16,0
United States,2021-01-27,31,12384,1,1,0,0,28,233503,1,6,0
Canada,2020-11-27,1,2067,3,1,0,1,0,37914,3,0,0
India,2021-02-08,0,2687,2,3,1,0,2,51189,2,2,0
Germany,2021-01-16,1,490,8,1,1,1,2,9483,8,2,0
United Kingdom,2021-02-12,0,859,4,1,1,0,80,15748,4,25,1
United Kingdom,2020-11-28,1,859,4,1,0,1,0,15748,4,0,0
Singapore,2020-12-21,2,375,10,1,1,0,76,8899,10,7,1
United States,2021-01-11,1,12384,1,7,1,0,22,233503,1,9,0
Taiwan,2021-01-23,0,500,7,1,1,0,102,9189,9,24,2
United States,2021-01-30,0,12384,1,7,1,0,16,233503,1,10,2
Taiwan,2020-12-12,3,500,7,1,0,0,7,9189,9,3,0
Germany,2020-12-31,1,490,8,1,1,1,5,9483,8,3,0
Singapore,2021-01-11,0,375,10,1,1,1,11,8899,10,11,0
Canada,2020-11-07,7,2067,3,1,1,0,67,37914,3,17,3
United States,2020-11-21,30,12384,1,1,0,0,23,233503,1,7,0
Germany,2021-01-05,5,490,8,1,1,0,115,9483,8,28,2
Taiwan,2020-11-10,1,500,7,1,0,0,0,9189,9,0,0
Canada,2021-01-09,5,2067,3,1,0,0,4,37914,3,1,0
France,2021-01-13,5,553,5,1,1,0,90,9520,6,35,4
France,2021-01-27,0,553,5,3,1,0,3,9520,6,0,0
Singapore,2021-01-25,1,375,10,7,1,0,0,8899,10,0,0
France,2021-01-12,0,553,5,3,1,0,6,9520,6,6,1
Taiwan,2020-11-28,0,500,7,7,1,0,2,9189,9,2,0
India,2020-11-03,9,2687,2,1,1,1,7,51189,2,6,0
Spain,2020-12-31,1,536,6,1,1,1,6,9491,7,2,0
Taiwan,2020-12-13,1,500,7,1,1,1,12,9189,9,2,1
China,2020-11-14,1,490,8,1,1,1,4,10181,5,4,0
Italy,2020-12-27,0,386,9,1,1,0,74,7897,11,34,2
United Kingdom,2021-01-12,3,859,4,1,1,0,170,15748,4,56,7
Spain,2020-11-05,0,536,6,1,1,0,30,9491,7,12,4
China,2020-11-07,0,490,8,1,0,0,1,10181,5,0,0
Singapore,2021-01-08,3,375,10,1,1,0,120,8899,10,25,9
Taiwan,2020-12-26,5,500,7,1,1,0,93,9189,9,21,3
United Kingdom,2020-11-18,7,859,4,1,1,0,83,15748,4,30,4
Canada,2020-12-28,10,2067,3,1,1,0,424,37914,3,108,10
Germany,2020-11-28,0,490,8,1,1,0,51,9483,8,26,1
India,2020-12-04,7,2687,2,1,1,1,21,51189,2,8,3
Canada,2020-12-14,8,2067,3,1,0,0,16,37914,3,6,0
China,2020-12-08,2,490,8,1,0,0,3,10181,5,0,0
United States,2020-12-30,0,12384,1,3,1,0,5,233503,1,0,0
India,2020-11-30,15,2687,2,1,0,0,6,51189,2,2,0
United States,2020-12-19,60,12384,1,1,1,0,2734,233503,1,962,114
France,2020-12-10,1,553,5,1,1,1,17,9520,6,3,0
India,2021-01-02,14,2687,2,1,1,0,561,51189,2,197,25
United Kingdom,2020-12-06,1,859,4,1,1,1,0,15748,4,0,0
India,2020-11-14,11,2687,2,1,1,0,236,51189,2,90,10
Singapore,2020-12-15,1,375,10,1,1,1,3,8899,10,1,0
United States,2020-11-17,1,12384,1,7,1,0,12,233503,1,7,0
United Kingdom,2021-01-18,0,859,4,7,1,0,5,15748,4,0,0
Taiwan,2020-12-29,1,500,7,1,0,0,0,9189,9,0,0
India,2020-11-25,2,2687,2,1,1,1,42,51189,2,24,1
Germany,2020-12-17,6,490,8,1,1,0,107,9483,8,26,1
France,2021-01-20,7,553,5,1,1,0,114,9520,6,35,5
India,2020-12-16,12,2687,2,1,0,0,14,51189,2,9,1
Canada,2021-01-27,2,2067,3,1,0,0,2,37914,3,0,0
China,2020-12-18,2,490,8,1,1,1,13,10181,5,11,2
Italy,2020-11-22,1,386,9,1,1,0,47,7897,11,21,5
United States,2021-01-06,0,12384,1,7,1,0,19,233503,1,10,1
India,2021-02-18,0,2687,2,1,1,0,130,51189,2,41,2
China,2021-01-13,2,490,8,1,0,0,0,10181,5,0,0
India,2020-11-04,6,2687,2,1,0,0,3,51189,2,0,0
China,2020-11-13,3,490,8,1,1,1,7,10181,5,5,0
Germany,2020-12-28,0,490,8,2,1,0,7,9483,8,6,0
United States,2021-02-06,0,12384,1,1,1,0,1678,233503,1,592,43
United Kingdom,2021-02-13,0,859,4,1,1,1,5,15748,4,5,1
India,2020-12-29,4,2687,2,1,0,0,4,51189,2,1,0
United States,2020-11-30,32,12384,1,1,1,1,213,233503,1,119,15
United States,2021-01-10,29,12384,1,1,0,0,24,233503,1,10,0
Spain,2021-01-19,2,536,6,1,1,0,71,9491,7,6,1
United Kingdom,2021-02-01,0,859,4,1,1,1,6,15748,4,6,1
India,2021-01-30,0,2687,2,1,1,1,48,51189,2,34,5
Spain,2021-01-04,1,536,6,1,1,1,2,9491,7,0,0
Canada,2021-01-31,0,2067,3,1,1,1,15,37914,3,4,2
United States,2020-11-13,36,12384,1,1,0,0,32,233503,1,8,0
Taiwan,2021-02-19,0,500,7,1,1,0,30,9189,9,19,1
Canada,2020-11-29,4,2067,3,1,1,1,20,37914,3,20,5
India,2020-11-23,1,2687,2,7,1,1,0,51189,2,0,0
China,2020-12-12,0,490,8,1,1,1,9,10181,5,8,0
Canada,2020-12-15,17,2067,3,1,1,0,487,37914,3,180,23
United States,2020-11-12,1,12384,1,7,1,1,15,233503,1,15,1
India,2020-11-07,1,2687,2,2,1,1,0,51189,2,0,0
Singapore,2020-11-26,1,375,10,1,0,0,0,8899,10,0,0
United States,2020-11-10,1,12384,1,2,1,0,2,233503,1,2,0
United States,2021-01-08,2,12384,1,7,1,1,11,233503,1,6,0
Taiwan,2021-01-03,2,500,7,1,0,0,0,9189,9,0,0
Italy,2020-11-05,1,386,9,7,1,1,0,7897,11,0,0
India,2021-02-01,0,2687,2,1,1,0,390,51189,2,119,16
Singapore,2020-12-14,1,375,10,1,1,0,75,8899,10,9,0
United States,2020-12-10,0,12384,1,3,1,0,10,233503,1,8,1
France,2021-01-27,4,553,5,1,1,0,131,9520,6,36,6
Spain,2021-01-10,2,536,6,1,1,0,75,9491,7,21,2
Canada,2020-12-13,3,2067,3,1,1,1,54,37914,3,45,12
Canada,2020-11-21,0,2067,3,1,0,1,3,37914,3,0,0
United States,2020-12-05,1,12384,1,1,0,1,4,233503,1,2,1
Canada,2021-02-06,0,2067,3,7,1,1,1,37914,3,0,0
Spain,2021-01-09,0,536,6,1,0,0,1,9491,7,0,0
Germany,2021-01-12,0,490,8,2,1,0,4,9483,8,0,0
Canada,2021-02-14,0,2067,3,1,0,0,5,37914,3,0,0
Taiwan,2021-01-14,1,500,7,1,1,1,13,9189,9,5,0
India,2020-11-26,9,2687,2,1,1,0,436,51189,2,130,18
United States,2020-11-11,0,12384,1,7,1,1,15,233503,1,14,3
United States,2021-01-09,1,12384,1,1,0,1,3,233503,1,1,0
Canada,2020-12-16,0,2067,3,7,1,0,9,37914,3,1,0
Italy,2021-01-25,0,386,9,3,1,0,7,7897,11,7,0
Germany,2020-12-25,2,490,8,1,1,0,107,9483,8,27,0
China,2020-11-02,1,490,8,1,1,0,5,10181,5,0,0
China,2020-11-13,5,490,8,1,1,0,18,10181,5,15,0
Taiwan,2020-11-24,1,500,7,7,1,0,3,9189,9,3,3
Canada,2021-01-07,2,2067,3,1,1,1,43,37914,3,27,4
Canada,2021-01-23,0,2067,3,7,1,0,1,37914,3,0,0
Singapore,2020-11-14,2,375,10,1,1,1,8,8899,10,7,0
France,2021-01-14,0,553,5,7,1,0,6,9520,6,1,0
Canada,2021-01-08,0,2067,3,7,1,0,3,37914,3,3,1
United States,2020-11-04,3,12384,1,1,0,1,3,233503,1,0,0
Spain,2020-11-29,7,536,6,1,1,0,122,9491,7,41,4
Taiwan,2021-01-21,2,500,7,1,1,0,101,9189,9,14,1
Germany,2021-01-15,0,490,8,7,1,1,4,9483,8,0,0
China,2020-12-21,3,490,8,1,1,0,139,10181,5,50,8
Canada,2021-01-01,1,2067,3,1,0,0,3,37914,3,0,0
Singapore,2021-02-15,0,375,10,7,1,0,2,8899,10,1,1
Spain,2021-02-13,0,536,6,1,1,0,24,9491,7,5,1
India,2021-02-16,0,2687,2,7,1,0,1,51189,2,0,0
Singapore,2020-12-12,1,375,10,1,1,1,14,8899,10,7,2
Germany,2021-01-16,0,490,8,7,1,1,3,9483,8,0,0
United Kingdom,2020-11-16,6,859,4,1,1,0,58,15748,4,14,2
Italy,2021-01-21,0,386,9,3,1,0,3,7897,11,3,1
Spain,2020-12-30,1,536,6,1,1,1,3,9491,7,1,0
United Kingdom,2020-12-06,2,859,4,1,0,0,1,15748,4,0,0
Germany,2020-12-23,0,490,8,1,1,1,13,9483,8,12,1
United Kingdom,2020-11-10,3,859,4,1,0,0,2,15748,4,0,0
Spain,2021-01-11,1,536,6,7,1,1,0,9491,7,0,0
Germany,2020-11-21,2,490,8,1,1,1,2,9483,8,0,0
India,2020-12-25,0,2687,2,7,1,0,12,51189,2,11,3
Taiwan,2020-11-28,1,500,7,1,1,1,1,9189,9,1,0
Italy,2021-01-01,0,386,9,1,1,0,81,7897,11,31,1
India,2020-11-05,5,2687,2,1,1,1,4,51189,2,3,0
China,2020-12-10,1,490,8,1,1,1,16,10181,5,15,1
United States,2020-12-12,82,12384,1,1,1,0,2494,233503,1,780,95
Italy,2020-12-14,1,386,9,1,0,1,0,7897,11,0,0
United States,2021-01-06,2,12384,1,7,1,1,12,233503,1,12,0
China,2020-12-19,2,490,8,1,0,0,2,10181,5,0,0
India,2020-11-22,5,2687,2,1,0,0,7,51189,2,4,0
United Kingdom,2020-11-02,1,859,4,1,1,1,5,15748,4,5,0
United Kingdom,2020-12-19,0,859,4,1,1,1,19,15748,4,12,1
Canada,2020-12-27,1,2067,3,1,0,1,3,37914,3,0,0
Canada,2020-12-22,0,2067,3,7,1,0,10,37914,3,0,0
Spain,2020-11-23,7,536,6,1,1,0,105,9491,7,27,5
India,2020-12-11,0,2687,2,7,1,0,4,51189,2,4,2
Canada,2021-01-08,0,2067,3,3,1,0,12,37914,3,11,0
Canada,2020-12-19,1,2067,3,1,0,1,0,37914,3,0,0
Canada,2021-02-05,0,2067,3,1,0,0,5,37914,3,0,0
Singapore,2020-12-12,1,375,10,1,0,0,0,8899,10,0,0
United Kingdom,2021-02-10,0,859,4,1,1,0,84,15748,4,31,2
Taiwan,2021-01-15,0,500,7,1,1,1,13,9189,9,7,0
India,2021-01-19,10,2687,2,1,0,0,3,51189,2,0,0
France,2020-12-31,0,553,5,1,1,1,33,9520,6,27,1
United Kingdom,2020-12-10,1,859,4,1,1,1,0,15748,4,0,0
India,2020-12-31,5,2687,2,1,0,0,6,51189,2,3,0
India,2020-12-09,21,2687,2,1,1,0,540,51189,2,169,19
France,2021-01-22,0,553,5,7,1,0,5,9520,6,0,0
United States,2020-12-29,0,12384,1,3,1,0,7,233503,1,0,0
India,2021-02-07,0,2687,2,1,1,1,47,51189,2,28,1
France,2021-01-20,0,553,5,1,1,1,3,9520,6,3,0
India,2021-01-25,1,2687,2,1,0,1,10,51189,2,7,0
United States,2020-12-08,2,12384,1,7,1,0,14,233503,1,7,2
Canada,2021-01-17,4,2067,3,1,0,0,3,37914,3,0,0
United States,2020-11-26,1,12384,1,7,1,1,0,233503,1,0,0
India,2021-01-24,0,2687,2,3,1,0,6,51189,2,5,0
India,2020-11-08,1,2687,2,1,0,0,0,51189,2,0,0
Germany,2021-01-04,6,490,8,1,1,0,113,9483,8,29,2
Canada,2020-12-07,8,2067,3,1,0,0,2,37914,3,1,0
Italy,2020-12-11,1,386,9,1,1,1,20,7897,11,6,2
China,2020-11-24,4,490,8,1,1,1,4,10181,5,2,0
United Kingdom,2021-01-02,3,859,4,1,1,0,136,15748,4,41,5
Canada,2020-12-10,2,2067,3,7,1,0,2,37914,3,0,0
India,2020-12-19,7,2687,2,1,0,0,13,51189,2,9,0
India,2020-12-04,1,2687,2,7,1,0,0,51189,2,0,0
United States,2021-02-02,0,12384,1,7,1,1,5,233503,1,1,0
France,2021-01-07,0,553,5,1,1,1,13,9520,6,13,1
India,2020-12-02,22,2687,2,1,1,0,502,51189,2,171,21
India,2020-11-18,2,2687,2,1,0,1,0,51189,2,0,0
China,2020-11-03,4,490,8,1,0,0,3,10181,5,0,0
Germany,2021-01-01,1,490,8,1,1,1,3,9483,8,3,0
India,2021-01-20,0,2687,2,3,1,0,9,51189,2,6,1
Canada,2021-01-02,2,2067,3,1,1,1,36,37914,3,19,1
India,2021-01-18,1,2687,2,3,1,0,2,51189,2,2,2
United Kingdom,2020-12-06,5,859,4,1,1,0,179,15748,4,73,16
Spain,2020-12-01,0,536,6,1,1,1,6,9491,7,0,0
France,2021-01-19,1,553,5,1,0,0,2,9520,6,2,0
United Kingdom,2021-01-08,5,859,4,1,0,0,7,15748,4,2,0
Taiwan,2021-01-02,2,500,7,1,1,1,5,9189,9,5,0
United Kingdom,2021-01-21,2,859,4,1,1,1,8,15748,4,7,3
United States,2021-01-10,0,12384,1,1,0,1,8,233503,1,2,0
Taiwan,2021-01-06,4,500,7,1,1,0,133,9189,9,28,4
Canada,2020-11-06,3,2067,3,1,1,1,15,37914,3,9,1
Germany,2020-11-03,1,490,8,1,1,1,0,9483,8,0,0
Italy,2021-01-23,2,386,9,1,1,0,78,7897,11,40,1
China,2020-11-28,2,490,8,1,1,1,13,10181,5,5,0
United States,2021-02-06,0,12384,1,7,1,0,9,233503,1,0,0
Canada,2020-11-11,2,2067,3,1,1,1,7,37914,3,6,0
Germany,2021-01-10,2,490,8,1,0,0,0,9483,8,0,0
Italy,2021-01-26,2,386,9,1,1,1,6,7897,11,5,0
United Kingdom,2020-12-29,3,859,4,1,0,0,3,15748,4,2,0
Spain,2020-12-12,3,536,6,1,1,0,94,9491,7,25,9
Taiwan,2020-12-25,1,500,7,1,0,0,1,9189,9,0,0
United States,2020-12-02,55,12384,1,1,0,0,45,233503,1,4,0
France,2021-01-19,0,553,5,7,1,0,11,9520,6,2,0
United States,2020-11-06,65,12384,1,1,1,0,491,233503,1,201,33
United States,2021-01-09,0,12384,1,7,1,0,26,233503,1,8,0
India,2021-01-26,0,2687,2,7,1,0,1,51189,2,0,0
United Kingdom,2020-11-28,1,859,4,1,0,0,2,15748,4,0,0
Germany,2021-01-09,1,490,8,1,0,0,1,9483,8,0,0
Taiwan,2020-11-10,3,500,7,1,1,0,25,9189,9,10,0
Spain,2021-02-16,0,536,6,1,1,0,19,9491,7,6,0
Germany,2021-01-05,3,490,8,1,1,1,3,9483,8,0,0
United States,2020-11-29,1,12384,1,3,1,0,9,233503,1,6,1
Taiwan,2020-12-07,0,500,7,7,1,0,1,9189,9,0,0
Canada,2020-12-24,2,2067,3,1,0,0,1,37914,3,1,0
United States,2020-11-21,0,12384,1,3,1,1,7,233503,1,1,1
Singapore,2020-11-23,1,375,10,1,0,0,2,8899,10,1,0
India,2020-11-27,1,2687,2,7,1,1,6,51189,2,0,0
United Kingdom,2021-01-21,0,859,4,7,1,0,7,15748,4,0,0
India,2020-11-06,14,2687,2,1,1,0,117,51189,2,61,15
Canada,2021-01-07,7,2067,3,1,0,0,2,37914,3,1,0
China,2020-12-06,3,490,8,1,0,0,1,10181,5,0,0
United States,2020-11-01,4,12384,1,1,0,1,0,233503,1,0,0
India,2021-01-30,0,2687,2,1,1,0,405,51189,2,132,8
United States,2021-02-15,0,12384,1,1,1,1,28,233503,1,13,0
Italy,2021-01-23,1,386,9,1,0,0,2,7897,11,0,0
United States,2020-12-16,1,12384,1,3,1,0,19,233503,1,4,1
United States,2020-12-18,0,12384,1,7,1,1,8,233503,1,4,0
Singapore,2020-12-08,1,375,10,1,1,1,15,8899,10,2,1
France,2021-01-31,0,553,5,1,1,0,117,9520,6,38,6
India,2020-11-15,4,2687,2,1,1,1,11,51189,2,3,1
United States,2020-12-21,0,12384,1,7,1,1,8,233503,1,2,0
Italy,2021-01-20,1,386,9,3,1,0,2,7897,11,2,1
Italy,2020-11-06,0,386,9,7,1,1,3,7897,11,1,1
Taiwan,2021-01-10,1,500,7,1,0,0,1,9189,9,0,0
Singapore,2020-11-18,1,375,10,1,1,1,8,8899,10,8,0
Italy,2020-11-14,1,386,9,1,0,0,0,7897,11,0,0
France,2021-01-29,0,553,5,3,1,0,3,9520,6,0,0
United States,2021-01-26,37,12384,1,1,0,0,19,233503,1,8,0
Italy,2020-11-25,3,386,9,1,1,0,56,7897,11,29,11
United Kingdom,2021-02-07,0,859,4,1,1,1,11,15748,4,7,0
Germany,2021-01-03,1,490,8,1,1,1,6,9483,8,4,0
United Kingdom,2021-02-14,0,859,4,1,1,0,53,15748,4,22,2
Canada,2020-11-28,10,2067,3,1,1,0,374,37914,3,127,12
Taiwan,2020-12-04,1,500,7,1,0,0,2,9189,9,0,0
India,2021-01-05,0,2687,2,7,1,0,5,51189,2,1,0
France,2021-01-18,0,553,5,7,1,0,6,9520,6,0,0
China,2021-01-25,2,490,8,1,1,1,3,10181,5,0,0
Taiwan,2021-01-26,5,500,7,1,1,0,83,9189,9,23,3
United Kingdom,2021-01-24,0,859,4,7,1,0,4,15748,4,0,0
Canada,2021-01-30,0,2067,3,1,1,1,31,37914,3,15,2
France,2020-12-01,2,553,5,1,1,1,8,9520,6,2,0
Singapore,2021-01-26,0,375,10,1,1,1,7,8899,10,3,0
India,2020-11-07,0,2687,2,1,0,1,1,51189,2,0,0
United Kingdom,2020-11-17,5,859,4,1,0,0,4,15748,4,0,0
Singapore,2020-12-01,2,375,10,1,1,1,10,8899,10,6,1
Canada,2021-01-30,0,2067,3,7,1,0,1,37914,3,0,0
France,2020-11-06,1,553,5,1,1,0,7,9520,6,1,0
France,2021-01-17,0,553,5,3,1,0,3,9520,6,0,0
India,2021-02-15,0,2687,2,1,1,0,148,51189,2,45,3
United States,2020-12-27,0,12384,1,1,0,1,2,233503,1,0,0
Germany,2020-12-07,6,490,8,1,1,0,91,9483,8,31,6
Canada,2021-01-05,8,2067,3,1,0,0,7,37914,3,2,0
Germany,2020-12-10,1,490,8,7,1,1,0,9483,8,0,0
United Kingdom,2021-01-08,1,859,4,1,1,1,7,15748,4,0,0
France,2020-12-04,4,553,5,1,0,0,2,9520,6,1,0
China,2020-12-22,2,490,8,1,1,0,125,10181,5,34,5
Singapore,2020-12-27,1,375,10,1,1,1,4,8899,10,4,0
Taiwan,2020-11-27,2,500,7,1,0,0,1,9189,9,0,0
United Kingdom,2020-12-12,1,859,4,1,1,1,0,15748,4,0,0
Taiwan,2020-11-03,1,500,7,1,1,1,3,9189,9,3,0
Spain,2020-11-27,1,536,6,1,0,0,1,9491,7,0,0
Germany,2020-12-29,6,490,8,1,1,0,107,9483,8,34,3
France,2020-11-03,3,553,5,1,1,0,3,9520,6,3,0
Germany,2020-12-31,1,490,8,1,1,0,100,9483,8,32,6
Canada,2020-12-21,2,2067,3,1,1,1,43,37914,3,24,0
United Kingdom,2021-01-23,1,859,4,1,1,1,3,15748,4,3,0
India,2021-02-12,0,2687,2,1,0,1,3,51189,2,2,0
United States,2021-01-20,0,12384,1,7,1,1,4,233503,1,0,0
Singapore,2020-12-07,1,375,10,1,0,0,1,8899,10,0,0
China,2020-12-07,1,490,8,1,1,1,15,10181,5,11,3
India,2021-02-02,0,2687,2,7,1,0,2,51189,2,0,0
Singapore,2021-01-28,0,375,10,1,1,1,8,8899,10,4,0
United Kingdom,2020-11-07,3,859,4,1,1,0,44,15748,4,25,9
India,2021-02-19,0,2687,2,7,1,0,1,51189,2,0,0
United States,2020-11-21,0,12384,1,7,1,0,12,233503,1,6,0
United States,2020-11-14,43,12384,1,1,1,0,919,233503,1,364,35
France,2020-11-28,6,553,5,1,1,0,68,9520,6,35,2
Germany,2021-01-12,0,490,8,1,1,1,5,9483,8,5,1
Italy,2021-01-26,1,386,9,7,1,0,0,7897,11,0,0
India,2020-12-31,11,2687,2,1,1,0,600,51189,2,209,25
India,2020-11-21,6,2687,2,1,0,0,5,51189,2,1,0
India,2020-11-29,1,2687,2,3,1,0,2,51189,2,1,1
Germany,2021-02-21,0,490,8,1,1,0,41,9483,8,12,2
China,2020-12-08,1,490,8,1,1,1,17,10181,5,10,0
United Kingdom,2020-11-09,0,859,4,1,1,1,4,15748,4,4,1
France,2021-01-30,0,553,5,1,1,0,114,9520,6,40,8
Italy,2021-01-11,1,386,9,1,1,0,105,7897,11,33,1
United Kingdom,2021-01-22,0,859,4,1,1,1,3,15748,4,3,0
India,2021-01-17,15,2687,2,1,0,0,12,51189,2,3,0
Canada,2020-11-05,2,2067,3,1,1,1,8,37914,3,5,1
United States,2021-02-05,0,12384,1,1,1,0,1793,233503,1,601,45
Canada,2020-11-08,5,2067,3,1,0,0,4,37914,3,0,0
Spain,2021-02-03,0,536,6,1,1,0,53,9491,7,7,0
Germany,2021-02-02,0,490,8,1,1,0,65,9483,8,16,6
Italy,2020-11-21,1,386,9,1,1,0,46,7897,11,21,5
United Kingdom,2021-01-24,3,859,4,1,1,1,7,15748,4,3,1
United States,2021-02-10,0,12384,1,1,1,1,89,233503,1,31,1
France,2020-12-08,1,553,5,1,0,1,2,9520,6,2,0
United States,2021-01-16,0,12384,1,3,1,0,1,233503,1,1,0
Singapore,2020-11-27,2,375,10,1,0,0,1,8899,10,0,0
United States,2020-11-16,0,12384,1,3,1,0,3,233503,1,3,1
India,2020-12-17,0,2687,2,7,1,1,3,51189,2,0,0
United States,2020-11-25,0,12384,1,7,1,1,4,233503,1,4,1
United States,2020-11-13,0,12384,1,7,1,1,14,233503,1,13,1
United States,2021-02-20,0,12384,1,7,1,0,4,233503,1,4,1
India,2021-02-01,0,2687,2,1,0,0,1,51189,2,1,0
Singapore,2021-01-09,1,375,10,1,0,0,0,8899,10,0,0
United Kingdom,2021-02-15,0,859,4,1,1,1,11,15748,4,11,1
Italy,2020-12-07,1,386,9,1,0,0,1,7897,11,1,0
Italy,2021-02-22,0,386,9,1,1,1,3,7897,11,0,0
India,2020-11-10,0,2687,2,7,1,0,1,51189,2,0,0
Italy,2021-02-04,0,386,9,3,1,0,6,7897,11,1,0
Singapore,2021-02-21,0,375,10,7,1,0,3,8899,10,1,1
United States,2021-01-11,67,12384,1,1,1,0,2336,233503,1,789,78
Singapore,2021-01-17,0,375,10,1,1,1,9,8899,10,7,0
China,2021-01-01,3,490,8,1,0,0,2,10181,5,0,0
Germany,2020-12-05,2,490,8,1,1,1,0,9483,8,0,0
United States,2020-12-24,0,12384,1,3,1,0,12,233503,1,6,1
United States,2020-12-20,64,12384,1,1,1,0,2690,233503,1,953,98
India,2021-01-20,17,2687,2,1,1,0,439,51189,2,191,21
India,2020-11-04,0,2687,2,7,1,0,1,51189,2,0,0
Germany,2020-12-20,0,490,8,2,1,0,7,9483,8,0,0
India,2020-12-04,23,2687,2,1,1,0,542,51189,2,185,15
Taiwan,2021-02-22,0,500,7,1,1,0,25,9189,9,4,0
Spain,2020-12-05,1,536,6,1,1,0,117,9491,7,38,2
Italy,2021-02-11,0,386,9,7,1,1,5,7897,11,0,0
Germany,2020-11-24,0,490,8,1,1,1,6,9483,8,3,2
Italy,2020-12-03,1,386,9,1,0,0,0,7897,11,0,0
Canada,2020-12-05,5,2067,3,1,1,1,40,37914,3,28,2
France,2021-01-12,1,553,5,1,1,1,0,9520,6,0,0
Germany,2021-01-13,3,490,8,1,1,0,149,9483,8,43,5
Spain,2020-12-18,1,536,6,1,0,0,2,9491,7,0,0
United States,2021-01-19,1,12384,1,7,1,1,5,233503,1,2,2
Singapore,2020-12-26,1,375,10,1,0,0,1,8899,10,0,0
United States,2021-02-11,0,12384,1,7,1,0,15,233503,1,7,1
Spain,2020-12-09,5,536,6,1,0,0,1,9491,7,0,0
Italy,2020-12-08,2,386,9,1,1,0,80,7897,11,29,4
United States,2021-01-01,0,12384,1,7,1,0,20,233503,1,10,4
India,2021-01-21,6,2687,2,1,1,1,22,51189,2,12,1
Taiwan,2020-11-29,2,500,7,1,1,1,11,9189,9,11,0
Canada,2021-01-02,0,2067,3,7,1,1,2,37914,3,2,0
United States,2020-11-03,22,12384,1,1,1,1,42,233503,1,29,4
France,2020-11-23,2,553,5,1,1,0,53,9520,6,16,0
Taiwan,2020-11-06,3,500,7,1,1,0,29,9189,9,10,4
United Kingdom,2021-02-03,0,859,4,1,1,0,162,15748,4,55,3
Canada,2020-12-10,6,2067,3,1,1,1,49,37914,3,33,5
Taiwan,2020-11-11,2,500,7,1,0,0,0,9189,9,0,0
Singapore,2020-11-11,4,375,10,1,1,0,37,8899,10,23,5
Spain,2020-11-24,5,536,6,1,1,0,131,9491,7,45,5
United Kingdom,2021-01-05,7,859,4,1,1,0,126,15748,4,36,3
United States,2020-12-19,0,12384,1,3,1,0,11,233503,1,6,0
Italy,2020-12-22,5,386,9,1,1,0,81,7897,11,34,1
United Kingdom,2020-12-26,2,859,4,1,1,1,13,15748,4,13,1
China,2020-12-12,4,490,8,1,0,0,3,10181,5,0,0
Taiwan,2020-12-27,0,500,7,1,1,0,90,9189,9,20,1
United States,2021-01-09,1,12384,1,7,1,1,6,233503,1,6,1
Germany,2021-01-09,1,490,8,1,1,1,4,9483,8,4,0
United States,2020-12-03,0,12384,1,3,1,0,12,233503,1,8,4
India,2020-12-23,0,2687,2,7,1,0,13,51189,2,8,1
Spain,2021-01-27,2,536,6,1,1,1,6,9491,7,4,0
Germany,2021-01-13,1,490,8,1,1,1,2,9483,8,2,0
United Kingdom,2020-11-27,2,859,4,1,0,0,2,15748,4,2,0
Italy,2020-12-17,1,386,9,1,1,1,18,7897,11,2,0
